News_Data,Labelling
,
"'Saya suka Pram karena lambangkan perlawanan' – Pramoedya Ananta Toer di mata Gen Z, Gen Milenial dan Gen X",Positive
,
Mengapa siswa sekolah di Yahukimo Papua menolak program makan bergizi gratis?,Neutral
,
"Pemerintah Indonesia berupaya pulangkan pemerkosa berantai Reynhard Sinaga dari Inggris, apa pemicunya?",Neutral
,
'Dunia logistik dan transportasi sedang tidak baik-baik saja' – Kecelakaan di gerbang Tol Ciawi tewaskan delapan orang dan belasan lainnya terluka,Negative
,
"BPS: Suku Batak dan Minangkabau pencetak sarjana terbanyak di Indonesia, mengapa Jawa terendah?",Positive
,
"'Perusahaan masuk tanpa penjelasan, jadi kami anggap mereka sebagai pencuri' – Apakah pertambangan sejahterakan orang asli Papua?",Negative
,
Larangan penjualan gas elpiji 3kg secara eceran 'matikan pengusaha kecil dan susahkan konsumen' – Bagaimana cerita warga yang terdampak kebijakan ini?,Negative
,
"'Saya pikir, saya punya waktu' – Kisah dua perempuan Indonesia terkena kanker payudara pada usia 20-an tahun",Negative
,
'Bom-bom itu dijadikan lonceng di balai kampung dan gereja' – Orang asli Papua di Agimuga dan trauma tentang Peristiwa 1977,Neutral
,
Kisah orang asli Papua tolak blok minyak terbesar di Indonesia – Tak mau 'tragedi bom' 1977 terulang,Neutral
,
Pemerasan warga China di Bandara Soetta diharapkan 'membuka bobroknya birokrasi imigrasi' — 'Birokrasi kita ini korup',Negative
,
Sertifikat tanah membentang di laut Tangerang hingga Makassar - Bagaimana 'modus kecurangan' penerbitan sertifikat di pesisir?,Neutral
,
Bagaimana kebijakan luar negeri Trump mempengaruhi penanggulangan HIV di Indonesia?,Neutral
,
Kemendikdasmen resmi ganti PPDB jadi SPMB – Apa perbedaannya?,Neutral
,
Puluhan pengungsi Rohingya direlokasi ke penampungan di Aceh Timur setelah terkatung-katung di laut – Kronologi dan fakta terbaru,Neutral
,
Radja Nainggolan 'dibebaskan secara bersyarat' – Bagaimana kronologi kasus dugaan penyelundupan kokain yang menyeret Radja?,Negative
,
Menelusuri jejak feodalisme di Indonesia – Dari zaman Kerajaan Mataram hingga era pemerintahan Prabowo,Neutral
,
"Kasus bocah patah kaki permanen di Nias, tante korban jadi tersangka",Negative
,
Trump tangguhkan hibah dan pinjaman luar negeri – Apa imbasnya bagi Indonesia?,Negative
,
"Lima WNI ditembak aparat Malaysia di perairan Selangor, pemerintah Indonesia diminta bersikap tegas – 'Hampir terjadi tiap tahun dan tidak pernah tuntas'",Negative
,
Perusahaan milik Keuskupan Maumere gusur ratusan rumah warga adat – 'Kami tidak menyangka gereja bisa melakukan ini',Negative
,
Lima fakta mutilasi perempuan dalam koper di Ngawi – Mengapa orang melakukan mutilasi?,Negative
,
"'Imlek di kelenteng, doanya ke Allah SWT' – Kisah para Muslim Tionghoa mempertahankan jati diri di tengah kontroversi",Positive
,
"Indonesia disebut kebanjiran singkong impor – 'Petani singkong, selalu jadi anak tiri'",Negative
,
Bunga bangkai asal Indonesia menarik ribuan orang di Australia – 'Baunya seperti sampah',Positive
,
Prabowo berencana beri amnesti kepada kelompok pro-kemerdekaan Papua – Apa itu amnesti dan apa pengaruhnya bagi penyelesaian konflik di Papua?,Neutral
,
"Kesaksian alumni Stikom Bandung yang ijazahnya dibatalkan – 'Waktu, uang, dan pikiran terbuang sia-sia'",Negative
,
"Cerita warga terdampak banjir bandang dan tanah longsor yang tewaskan 20 orang di Pekalongan – 'Biasanya memang sering longsor, tapi jarang menimpa rumah'",Negative
,
Pemerintah putuskan siswa libur hanya pada awal dan akhir Ramadan – Apa yang sejauh ini diketahui?,Neutral
,
Jejak Aguan dan Agung Sedayu di balik sertifikat HGB kawasan pagar laut Tangerang – 'Presiden minta ini diusut tuntas',Negative
,
"100 hari kerja Prabowo-Gibran: Wacana pengampunan koruptor, simpang siur PPN 12% dan tiga kontroversi lainnya",Neutral
,
"Demo ASN menuntut Mendikti Saintek mundur – 'Kalau semut diinjak, tentu akan menggigit'",Negative
,
Tiga alasan mengapa keanggotaan Indonesia di BRICS bisa menjadi bumerang saat Trump berkuasa,Neutral
,
Anak muda Indonesia paling pesimistis terhadap kondisi politik dan ekonomi di antara enam negara ASEAN,Neutral
,
Pemerintah akan batasi media sosial untuk anak - Aturan seperti apa yang cocok diterapkan di Indonesia?,Positive
,
"Tradisi Melukat di Bali semakin populer bagi wisatawan, tapi mengapa warga Bali khawatir?",Neutral
,
Bentrokan Pemuda Pancasila dan GRIB Jaya – Benarkah tuduhan preman-preman 'binaan' negara?,Negative
,
Perburuan Koin Jagat dihentikan setelah fasilitas umum rusak – Mengapa orang-orang begitu getol berburu 'harta karun' ?,Negative
,
"Raline Shah dan Rudi Valinka jadi stafsus menteri – 'Proses pemilihan yang tertutup, politis, dan bagi-bagi jabatan'",Neutral
,
Mantan Ketua Pengadilan Negeri Surabaya jadi tersangka dugaan suap untuk vonis bebas Ronald Tannur – pernah disebut 'hakim yang sangat luar biasa',Negative
,
Muhammadiyah dapat konsesi tambang di Kalsel – Apakah Muhammadiyah bisa mengelola bisnis tambang?,Neutral
,
Mengapa KPK tidak menahan Hasto Kristiyanto dalam kasus suap Harun Masiku?,Neutral
,
Tunjangan kinerja dosen ASN Kemendikti 'tidak dianggarkan' karena Kementerian Pendidikan dipecah jadi tiga lembaga - 'Itu ngelesnya pemerintah saja',Neutral
,
"Megawati tuding hukum 'dijungkirbalikkan', bagaimana sikap politik PDIP?",Neutral
,
Tuduhan keterkaitan Patrick Kluivert dengan judi sepak bola jadi sorotan – Apa saja pekerjaan rumah PSSI?,Neutral
,
"Program tiga juta rumah Prabowo untuk masyarakat berpenghasilan rendah, apakah realistis?",Positive
,
"Pagar laut 'misterius' sepanjang 30 kilometer di pesisir Tangerang, apakah kelanjutan proyek reklamasi di Jakarta?",Negative
,
"Komunitas berbagi Joli Jolan, inisiatif 'perlawanan' terhadap konsumerisme dan kondisi perkotaan di Solo",Neutral
,
Program makan bergizi gratis andalan Presiden Prabowo Subianto 'belum memenuhi standar kebutuhan gizi',Negative
,
Patrick Kluivert resmi menjadi pelatih timnas Indonesia,Neutral
,
Mengapa rencana pembukaan 20 juta hektare hutan untuk lahan pangan 'untungkan korporasi dan rugikan warga'? – Kesaksian Orang Rimba yang tersisih dari hutan leluhur,Negative
,
Indonesia laporkan kasus HMPV – Apa gejala HMPV dan bagaimana penyebarannya?,Negative
,
MK tolak hapus kolom agama dari KTP – Bagaimana rasanya hidup sebagai agnostik dan ateis di Indonesia?,Positive
,
"Makan bergizi gratis perdana sasar 600 ribu orang, jauh dari target awal - Apakah program ini terlalu tergesa-gesa?",Neutral
,
Anak-anak muda yang mengubah pendirian Mahkamah Konstitusi – 'Kami senang bisa berguna',Positive
,
"Pemerintah berubah sikap soal PPN 12%, harga barang-barang telanjur naik – 'Masyarakat mulai oleng'",Negative
,
Apakah Jokowi layak bersanding dengan finalis pemimpin negara terkorup di dunia versi OCCRP?,Neutral
,
"Video,
Tak punya gereja, umat Katolik beribadah malam Tahun Baru di tengah hutan
, Durasi 4,17",Neutral
,
"MK hapus ambang batas pencalonan presiden, 'semua parpol berhak mengajukan calon' – Apa alasannya?",Neutral
,
Viral 'No Buy Challenge' di tengah ketidakpastian ekonomi 2025 – 'Semakin banyak punya barang enggak membuat kita makin bahagia',Neutral
,
Pidato Prabowo soal 'tak perlu takut deforestasi' demi tambah lahan sawit tuai kritik – 'Hutan akan terancam' dan 'ruang hidup masyarakat menyempit',Negative
,
"Buntut kasus pemerasan penonton DWP, Direktur narkoba Polda Metro dipecat – 'Hasil tes urine negatif, kami tetap diminta membayar untuk bebas'",Negative
,
"'Muka saya rusak' – Enam kasus serangan air keras dalam tiga bulan terakhir di Indonesia, mengapa terus berulang?",Negative
,
Mengapa pemerintah berubah sikap soal PPN 12%?,Neutral
,
"Prabowo klaim PPN 12% hanya untuk barang mewah – Pesawat jet pribadi, kapal pesiar dan rumah mewah",Neutral
,
Ancaman PDI-P ungkap korupsi petinggi negara – 'Gertak sambal' atau upaya serius membongkar borok elite politik?,Neutral
,
"Kasus dugaan korupsi CSR BI, benarkah dana mengalir ke semua anggota Komisi XI DPR?",Negative
,
PPN 12% dan sembilan pungutan baru yang akan menguras dompet kelas pekerja pada 2025 – 'Ini namanya mencetak orang miskin baru',Negative
,
Selebrasi peselancar Olimpiade hingga erupsi Gunung Ruang – 12 foto paling memukau sepanjang 2024,Positive
,
"Punahnya pari Jawa, spesies ikan laut pertama yang musnah akibat ulah manusia",Negative
,
Tiga hal yang kita pelajari dalam 20 tahun sejak tsunami Aceh 2004,Neutral
,
Pemerintah perketat perjalanan dinas luar negeri pejabat – Seperti apa aturannya dan lima hal yang perlu diketahui,Positive
,
Kesaksian para korban tumpahan cairan kimia berbahaya soda api di Bandung Barat – 'Rasanya lebih panas dari air mendidih',Negative
,
Kasus hukum petinggi PDIP dan tuduhan partai 'diawut-awut' – Babak baru kejutan politik pada 2025?,Neutral
,
Peringatan 20 tahun tsunami Aceh: 'Hikmah terbesar dari tsunami adalah perdamaian Indonesia-GAM',Neutral
,
Shin Tae-yong layak dipecat atau dipertahankan? – 'Laga lawan Australia bakal jadi penentu nasib STY',Neutral
,
"Menag sebut tak ada suara azan di PIK, betulkah tidak ada masjid di kawasan elite itu?",Negative
,
Tradisi Natal dan Tahun Baru warga keturunan Portugis di Kampung Tugu – 'Ada harga yang harus dibayar kalau kita ingin mempertahankan sesuatu',Neutral
,
KPK tetapkan Sekjen PDIP Hasto Kristiyanto tersangka kasus dugaan suap dan perintangan kasus,Negative
,
Peringatan 20 tahun tsunami Aceh: Cerita dua penyintas yang memilih tinggal di zona berbahaya – 'Kita sudah enggak takut lagi tinggal di pantai',Neutral
,
Peringatan 20 tahun tsunami Aceh: Kisah 'bocah ajaib' Martunis Ronaldo bertahan hidup selama 21 hari – 'Saya dikelilingi mayat dan dikira hantu',Neutral
,
Polemik 'pembatalan' pameran tunggal Yos Suprapto di Galeri Nasional – Lukisan apa saja yang menuai kontroversi dan benarkah pemerintah mengintervensi?,Neutral
,
"Prabowo berencana maafkan koruptor, mengapa rencana itu disebut upaya memanipulasi hukum?",Neutral
,
"Kampanye pilkada di rumah ibadah, Bupati Pasaman divonis bersalah lakukan tindak pidana pemilu",Negative
,
Fakta-fakta kasus pembunuhan oleh polisi di Palangkaraya – Bagaimana kronologi versi sopir dan versi polisi?,Negative
,
Sindikat peredaran uang palsu di kampus UIN Makassar – Bagaimana modus operandi dan siapa saja aktor jaringan ini?,Negative
,
Anggota TNI AU bakar istri di Papua – Mengapa kasus kekerasan terhadap perempuan di Papua jarang mencuat ke permukaan?,Negative
,
Terpidana mati kasus narkotika Mary Jane Veloso tiba di Filipina – 'Saya berharap Presiden Marcos memberi grasi',Neutral
,
"Prabowo Subianto usul pilkada tak langsung, mengapa wacana ini berbahaya bagi demokrasi Indonesia?",Neutral
,
"Pemerkosa berantai Reynhard Sinaga diserang para tahanan lain di penjara Inggris, apa penyebabnya?",Neutral
,
'Harusnya gajinya dolar Amerika tapi digaji pakai uang Mauritius' – Derita ABK Indonesia di kapal Taiwan,Negative
,
Kasus pemukulan mahasiswa koas di Palembang bisakah berujung seperti perkara Rafael Alun?,Negative
,
"Belanda pulangkan puluhan benda bersejarah Bali dan Lombok – 'Kalau Indonesia tidak bisa memanfaatkan, lebih baik tetap di Belanda'",Neutral
,
PDIP pecat Jokowi: Perjalanan Joko Widodo sebagai 'petugas partai' – Dari diusung sebagai wali kota Solo sampai presiden Indonesia,Neutral
,
PPN 12% untuk daging wagyu sampai pendidikan premium – Apa dampak kenaikan pajak pertambahan nilai?,Neutral
,
"Lima terpidana mati narkoba Bali Nine 'lega' bisa kembali ke Australia, mengapa Presiden Prabowo menempuh kebijakan itu?",Neutral
,
Apa itu opsen pajak dan apakah akan membebani masyarakat?,Neutral
,
"Pilkada DKI dimenangkan Pramono-Rano, Ridwan-Suswono batal gugat ke MK",Neutral
,
Rencana penghentian impor beras hingga gula dinilai tidak berkelanjutan – 'Saya tidak pernah percaya data kementerian',Negative
,
"'Kado Natal terburuk untuk orang Papua' – Ratusan warga Pegunungan Bintang mengungsi usai pengerahan militer, bagaimana kronologinya?",Negative
,
Jusuf Kalla dan Agung Laksono rebutan kursi ketua Palang Merah Indonesia – Mengapa jabatan PMI jadi incaran?,Neutral
,
'Saya merayakan kejatuhan Assad' – Kesaksian warga Suriah di Indonesia,Neutral
,
"Anak muda Batak Toba mengikuti tradisi 'mangongkal holi', apa pentingnya membongkar kubur leluhur?",Neutral
,
Kenaikan pangkat dan jabatan enam perwira polisi yang terlibat kasus Ferdy Sambo menuai kritik – 'Mencederai rasa keadilan',Negative
,
'Bukan hanya diperlemah tapi ditiadakan' – Kesaksian penyintas pelanggaran HAM berat Rumoh Geudong dan wacana pembubaran KKR Aceh,Neutral
,
'Bukan musim hujan yang normal' – 24 orang tewas akibat banjir dan longsor di berbagai wilayah,Negative
,
Mengapa selisih Rp2.000 di ongkos bensin ojol bisa guncang perekonomian dan membuat pemerintah batalkan pembatasan BBM bersubsidi?,Neutral
,
Pemkab Kuningan larang pertemuan tahunan Ahmadiyah – 'Seolah kami maling atau teroris sampai satu desa dikepung polisi',Neutral
,
Program Makan Bergizi Gratis Prabowo – Rp10.000 dapat menu apa di Medan hingga Papua dan bagaimana kandungan gizinya?,Neutral
,
‘Mitos’ biodiesel ramah lingkungan – Papua dan Kalimantan berpotensi jadi sasaran utama penggundulan hutan,Neutral
,
Fakta-fakta anak bunuh ayah dan neneknya di Jaksel – Apa itu parricide?,Negative
,
"Tragedi Kanjuruhan terulang di Guinea, puluhan orang tewas setelah polisi tembakkan gas air mata",Negative
,
"Kepolisian dituduh menangkan calon kepala daerah tertentu, perubahan seperti apa yang dianggap terbaik untuk Polri?",Negative
,
Mengubur mimpi punya tanah di Bali – Warga ‘terjepit’ di tengah perkembangan wisata dan kebutuhan hidup,Negative
,
Bisakah putusan MK membuat KPK berani usut dugaan korupsi di sektor militer 'yang rentan penyelewengan'?,Negative
,
"'Saya tidak mau ada korban lain' – Kasus dugaan pelecehan seksual di Unhas, Satgas PPKS minta dosen terduga pelaku diberhentikan",Negative
,
"Kronologi konflik Pilkada di Puncak Jaya, dari saling serang panah hingga pembakaran rumah",Negative
,
"Empat alasan orang golput di Pilkada Jakarta – ‘Siapa saja pemimpinnya, tak mengubah nasib kami‘",Neutral
,
"PPN 12% dan tax amnesty akan diberlakukan 2025 – Pajak orang kaya diampuni, 'kelas pekerja dibikin menderita'",Negative
,
'Bumerang buat diri sendiri dan serba salah’ – Apakah orang dengan HIV harus ungkap status saat periksa ke dokter gigi?,Neutral
,
Tiga alasan mengapa perolehan suara pasangan Dharma-Kun pada Pilkada Jakarta 'di luar prediksi',Neutral
,
"Pilkada Jakarta: Pramono-Rano klaim kemenangan, apa syarat pilkada satu putaran dan dua putaran?",Neutral
,
Quick count Pilkada 2024: Jagoan PDIP keok di ‘kandang banteng’ Jateng dan Sumut – Faktor cawe-cawe Jokowi atau apa?,Neutral
,
Mengapa Yogyakarta tidak gelar pemilihan gubernur – Perlukah perdebatan pilkada langsung di Yogya dibuka kembali?,Neutral
,
Quick count Pilkada 2024 dan hal-hal yang perlu diketahui seputar pemilihan kepala daerah,Neutral
,
Teka-teki kematian calon gubernur Maluku Utara Benny Laos – Apa saja yang sudah diketahui sejauh ini?,Neutral
,
Pilkada serentak diwarnai tuduhan bagi-bagi uang – 'Penipu kecil tidak ingin beri suara gratis kepada penipu besar',Negative
,
Kebijakan impor gula enam mendag era Jokowi – Apa yang terjadi saat Tom Lembong menjabat?,Neutral
,
"Kerangkeng manusia di Langkat: Eks Bupati Terbit Rencana Perangin-angin dihukum empat tahun penjara, MA batalkan vonis bebas",Negative
,
Presiden Prabowo beri dukungan ke calon kepala daerah – ‘Etika berpolitik seharusnya lebih dari sekadar mengikuti pasal’,Neutral
,
"Gubernur Bengkulu diduga 'peras' anak buah hingga Rp7 miliar untuk ongkosi pilkada, mengapa tidak didiskualifikasi?",Negative
,
Polisi tetapkan 24 tersangka sindikat judol Komdigi – Bagaimana modus operandi dan apa peran mereka?,Negative
,
'Terima kasih semuanya yang sudah mendukung' – Guru Supriyani divonis bebas pada peringatan Hari Guru,Positive
,
Apakah teknologi bisa selamatkan penduduk dari tanah longsor?,Neutral
,
Fakta-fakta polisi tembak polisi di Solok Selatan diduga terkait tambang ilegal,Negative
,
"Pilkada Jakarta: Warga miskin kota pilih coblos semua cagub – ‘Kami memang bodoh, tapi jangan dibodoh-bodohi’",Neutral
,
Pimpinan KPK 2024-2029 – Siapa mereka dan mengapa pegiat antikorupsi menyebut pemilihan ini sebagai 'basa-basi'?,Neutral
,
"Presiden Prabowo tahan anggaran infrastruktur, bagaimana nasib proyek IKN?",Neutral
,
Said Didu dilaporkan ke polisi usai kritik Proyek Strategis Nasional – Apa itu PIK 2 dan apa saja polemik di baliknya?,Negative
,
"Video,
Melawan narasi anti-pemimpin perempuan di Aceh – 'Kalau perempuan jadi pemimpin, rusak negara ini'
, Durasi 23,11",Neutral
,
‘Mereka yang banyak bicara itu tidak kena dampaknya’ – ‘Hidup dan mati’ di wilayah investasi Morowali di tengah minimnya wewenang gubernur dan bupati,Neutral
,
Kasus pengeroyokan di Sampang berujung kematian pendukung calon bupati – Apa motif di balik insiden itu?,Negative
,
"Video,
Pilkada 2024: PDIP vs Jokowi di kandang banteng
, Durasi 6,21",Neutral
,
Warga asli Papua pesimistis pilkada bisa cegah potensi buruk food estate di Merauke – ‘Percuma kami mengadu ke calon kepala daerah’,Neutral
,
Fakta-fakta kasus Ivan Sugianto: Dari suruh siswa SMA 'menggonggong' hingga rekening diblokir PPATK karena terindikasi terlibat judi online,Negative
,
"Indonesia dapat pendanaan Rp20,18 triliun untuk energi bersih – Apa itu pendanaan hijau yang jadi tema utama COP29?",Positive
,
"PPN naik jadi 12% mulai 2025, apa dampaknya pada daya beli masyarakat?",Negative
,
"Pilkada Aceh: Perempuan dibilang ‘haram’ jadi pemimpin, syariat atau politik praktis?",Neutral
,
"BPJS Kesehatan terancam tekor Rp20 triliun dan gagal bayar klaim, kenaikan iuran jadi ‘keniscayaan’",Negative
,
Mengapa pesawat dilarang terbang saat gunung meletus? – Kisah pesawat British Airways selamat dari letusan Gunung Galunggung,Positive
,
Presiden Prabowo janji 'akan menjaga kedaulatan' setelah pernyataan bersama Indonesia-China soal Laut China Selatan dianggap analis sebagai blunder dan kemunduran,Neutral
,
"China bantu Prabowo ongkosi makan bergizi gratis, tapi 'tidak ada makan siang gratis' - Apa 'timbal balik' yang diminta China?",Neutral
,
Aktivitas Gunung Lewotobi Laki-Laki masih tinggi – Rute penerbangan Bali dan Lombok banyak dibatalkan,Negative
,
Fenomena meniru taktik kampanye Pilpres di Pilkada 2024 – ‘Tentu kami mengapitalisasi euforia kemenangan Prabowo-Gibran’,Neutral
,
"Kronologi serangan ‘brutal’ TNI terhadap penduduk desa di Deli Serdang – Warga mengaku 'diseret, dihajar, hingga ditodong pistol'",Negative
,
Cara menumpas DBD: Nyamuk jantan dibuat tuli agar sulit berkembang biak,Positive
,
Pilkada rasa pilpres – Pertarungan ‘mati-matian’ PDIP melawan pengaruh Jokowi di kandang banteng,Neutral
,
Apakah India bangun fasilitas mata-mata di pulau sebelah barat Indonesia?,Negative
,
Apakah kemenangan Trump akan picu perang dagang baru?,Negative
,
"Sadbor ditangkap, tapi sejumlah artis tidak diproses hukum – Benarkah polisi tebang pilih menangkap pelaku judi online?",Negative
,
Cara anak muda Mentawai menjaga tradisi – ‘Kami bukan orang-orang terbelakang’,Neutral
,
"Donald Trump jadi presiden lagi, apakah diaspora Indonesia di AS perlu khawatir?",Neutral
,
Kasus suami tikam istri hingga tewas saat siaran langsung karaoke – Apa motifnya dan mengapa disebut 'femisida'?,Negative
,
"‘Tidak ada lagi yang menggantikan kami’ – Sikerei, penjaga tradisi Mentawai yang perlahan hilang ditelan zaman",Negative
,
Apa dampak hasil Pilpres Amerika Serikat terhadap Indonesia?,Neutral
,
"Ibu Ronald Tannur diduga suap hakim Rp3,5 miliar demi bebaskan anaknya – Sederet fakta dan kronologi kasus Ronald Tannur",Negative
,
Tiga hal penting dalam Putusan MK soal UU Ciptaker yang bakal berpengaruh besar pada gaji karyawan dan ekonomi Indonesia,Neutral
,
Bagaimana membongkar dugaan aliran dana Rp1 triliun ‘makelar kasus’ Zarof Ricar?,Negative
,
"Polemik RM Padang di Cirebon – Dari masalah 'keaslian' kuliner Minang, narasi etnis, hingga persaingan bisnis",Negative
,
Kisah di balik kode pos Indonesia yang terinspirasi lagu Dari Sabang Sampai Merauke,Neutral
,
"‘Saya benar-benar menangis, saya gemetaran’ – Fakta-fakta insiden truk di Tangerang dan kecelakaan kru tvOne di Jawa Tengah",Negative
,
"Ribuan anak terinfeksi penyakit gondongan akibat ‘cakupan vaksinasi yang rendah’ – Apa itu gondongan, bagaimana penularan dan apakah berbahaya?",Negative
,
"Video,
'Kami mau makan dari mana? Alam kami sudah rusak habis'
, Durasi 5,16",Negative
,
‘Rasanya sedih dan menyesal kalau bahasa ini hilang’ – Penutur terakhir bahasa Ponosakan yang hampir punah,Negative
,
Siapa di balik 'teror' terhadap Najwa Shihab dan serangan bom molotov di kantor redaksi Jubi Papua – Sinyal upaya membungkam pers kritis?,Negative
,
Pemerintahan Prabowo berencana hidupkan lagi transmigrasi ke Papua – Mengapa orang asli Papua cemas?,Neutral
,
"Perseteruan Ipda Rudy Soik dan Polda NTT – Rudy Soik kasus apa, kenapa dipecat dan lima hal tentang kasus ini",Neutral
,
Polemik karangan bunga BEM FISIP Unair – Ujian awal watak pemerintahan Prabowo-Gibran?,Neutral
,
Mengapa Indonesia ingin bergabung dengan BRICS – Barisan negara yang ‘tidak puas’ dengan status quo?,Neutral
,
"Militer dilibatkan dalam proyek Food Estate di Merauke, masyarakat adat 'ketakutan' – ‘Kehadiran tentara begitu besar seperti zona perang’",Negative
,
"Di balik pembekalan Kabinet Merah Putih ala Presiden Prabowo – Bukan militeristik, lalu apa?",Neutral
,
"Video,
Momen jurnalis BBC turut melepasliarkan monyet yang disiksa untuk video YouTube
, Durasi 3,16",Positive
,
"Sederet kontroversi menteri-menteri dan pembantu Prabowo – Mulai dari pelanggaran HAM berat, kop surat dan anggaran Rp20 T",Negative
,
"Banyak pelajar Indonesia tak bisa berhitung, Prabowo akan kenalkan matematika sejak TK – ‘Saya tanya berapa 6+8, mereka jawab 12’",Negative
,
"Video,
'Tak ada air di kampung kami' – Proyek bendungan Jokowi di NTT belum bisa ‘makmurkan’ warga
, Durasi 16,38",Negative
,
Teka-teki siapa Ibu Negara yang mendampingi Presiden Prabowo – Seberapa penting kehadirannya dalam pemerintahan?,Neutral
,
"Budi Gunawan jadi Menko Polkam, siapa yang paling diuntungkan secara politik?",Neutral
,
Mayor Teddy jadi Seskab dianggap langgar UU TNI – ‘Noda awal' Reformasi TNI era Prabowo-Gibran?,Neutral
,
Prabowo lantik jajaran utusan khusus presiden – Apa tugas Raffi Ahmad dan Zitta Anjani?,Neutral
,
Mengapa Prabowo ingin Sri Mulyani kembali menjadi Menteri Keuangan?,Neutral
,
"Prabowo bentuk Kementerian HAM, akankah jadi jawaban tuntutan kelompok korban?",Neutral
,
Sugiono ‘anak ideologis Prabowo’ jadi Menteri Luar Negeri Indonesia – Karpet merah Prabowo tampil ke panggung internasional?,Neutral
,
Prabowo melantik jajaran menteri dan wakil menteri – Kabinet tergemuk sejak Orde Baru hingga Reformasi,Neutral
,
Wajah-wajah Kabinet Merah Putih Prabowo-Gibran,Neutral
,
"Prabowo umumkan susunan menteri, dinamai Kabinet Merah Putih",Positive
,
'Kegagalan berulang' proyek food estate – Ribuan hektare sawah di Kalteng terbengkalai dan beralih jadi kebun sawit,Negative
,
Teka-teki pelarian penyair Prancis Arthur Rimbaud di Indonesia setelah desersi dari KNIL,Neutral
,
"Siapa Gibran Rakabuming Raka, wapres termuda Indonesia?",Neutral
,
"Proyek bendungan Jokowi di NTT belum bisa ‘makmurkan rakyat’ – Warga berebut air dari lubang, petani ‘ribut’ jatah tak merata",Negative
,
Biaya main golf sampai pijat bisa ditanggung negara – Berapa gaji menteri dan mengapa disebut ada ruang 'abu-abu'?,Negative
,
"Timnas Bahrain menolak bermain di Indonesia, khawatir ancaman pembunuhan buntut ’90+6 = 99’",Negative
,
‘Saya trauma dengar suara bom’ – Kesaksian WNI yang dievakuasi dari Lebanon,Negative
,
"Video,
Kisah para penyelamat sampah makanan
, Durasi 6,52",Neutral
,
"Profil Prabowo Subianto dan Gibran Rakabuming Raka, presiden dan wakil presiden yang ‘bertekad membebaskan Indonesia dari kemiskinan dan kelaparan’",Neutral
,
"'Ada ancaman dibunuh, kalau tidak membayar uang tebusan' – Keluarga WNI korban sindikat penipuan di Myanmar menuntut kepastian",Negative
,
"World Food Day: Dari kompos rumahan hingga budidaya maggot, ‘Kesempatan kedua untuk sampah makanan’",Positive
,
"Cerita WNI korban sindikat perdagangan orang di Myanmar diduga 'disekap, disiksa dan dimintai tebusan ratusan juta Rupiah' – Mengapa berulang dan bagaimana upaya membebaskannya?",Negative
,
‘Terima Kasih Jokowi’ di medsos hingga tawaran miliaran rupiah ke media – ‘Operasi manipulasi’ atau murni ‘cinta Jokowi’?,Neutral
,
Sejarah 'orang rantai' di tambang batu bara Ombilin dikisahkan ulang lewat wayang Sawahlunto,Neutral
,
"Prabowo panggil Sri Mulyani, Veronica Tan, serta puluhan nama calon menteri – Mengapa kabinet berpotensi gemuk?",Neutral
,
Pulau misterius di antara Indonesia dan Afrika yang jadi lokasi pangkalan militer rahasia Inggris-AS,Neutral
,
Empat anak pelaku pemerkosaan dan pembunuhan siswi SMP di Palembang divonis bersalah – 'Pelaku terpapar konten pornografi',Negative
,
'Food estate tidak berhasil' – 12 langkah yang harus dilakukan Prabowo agar swasembada pangan tercapai,Negative
,
Tiga mahasiswa bunuh diri dalam sepekan – Mengapa anak-anak muda rentan untuk mengakhiri hidup?,Negative
,
Kronologi kekerasan seksual selama hampir 20 tahun pada anak-anak panti asuhan di Tangerang,Negative
,
Kisah hakim perempuan yang wafat usai diteror – Mengapa ribuan hakim menuntut kenaikan gaji dan jaminan keamanan?,Negative
,
"‘Jangankan di Banten, kami menolak geothermal di mana pun’ – Mengapa proyek geothermal di Indonesia menuai penolakan warga?",Negative
,
"Video,
Wawancara eksklusif Egianus Kogoya: Soal pembebasan sandera pilot hingga perpecahan di kubu OPM
, Durasi 9,06",Neutral
,
Santri di Aceh Barat dihukum dengan dilumuri cabai sekujur tubuh – Kekerasan di pesantren karena 'tafsir agama dan pola didik yang salah',Negative
,
"Wawancara eksklusif Egianus Kogoya – Perselisihan internal OPM, tuduhan terima suap, dan ancaman 'akan terus bikin pusing Indonesia’",Neutral
,
"Suara-suara keluarga korban pembantaian massal 1965-1966 di Bali – 'Jika bapak saya PKI, tetap saja dia tidak boleh dibunuh'",Neutral
,
Prabowo dan Gibran akan hadapi masalah Israel dan Palestina hingga Laut China Selatan – 'Tidak ada bulan madu‘,Neutral
,
"Gerakan coblos semua paslon bergaung di Pilkada 2024, apa pemicunya dan apa bedanya dengan golput?",Negative
,
‘Baunya seperti tong sampah yang meluap’ — Menguak anatomi bunga bangkai raksasa asal Indonesia,Positive
,
Kematian pelajar di Blitar dan Deli Serdang menebalkan 'fenomena gunung es',Negative
,
Tunjangan rumah dinas anggota DPR mencapai Rp50 juta per bulan tuai kritik – 'Kok kesannya bernafsu mengejar harta?',Negative
,
"Video,
Carut-marut Food Estate di Sumatra Utara – 'Lumbung pangan untuk siapa?'
, Durasi 13,13",Negative
,
