News_Data,Labelling
Pengabdian Briptu Ram Bantu Warga sebagai Penggali Kubur di Keerom Papua,0
BNPB: 40 Km Jalur Tarutung-Sibolga Sudah Bisa Ditembus Alat Berat,1
"Pakai Heli, Bantuan Sentuh Pining Aceh yang Terisolir Akibat Banjir",1
Prabowo Prioritaskan BBM ke Lokasi Bencana: Listrik Juga Sebentar Lagi,1
"Gubernur Jateng Kirim Bantuan Rp 1,3 Miliar untuk Korban Bencana Sumatera",1
"10 Twibbon Hari AIDS Sedunia 2025 Terbaru, Yuk Pasang di Medsos!",0
"Kebakaran RS Pengayoman Terjadi di Gudang, 28 Pasien Aman",-1
"Pemotor Mencurigakan Disergap Polisi di Jaktim, Ternyata Bawa Sinte",-1
"Ada Penyesuaian Pola Perjalanan Kereta per 1 Desember, Simak Infonya!",0
Video: Situasi Terkini RS Pengayoman Cipinang Jaktim Usai Terbakar,-1
Upaya Dongrak Investasi Lewat Cirebon Investment Summit 2025,1
Sedan Nyebur ke Kali di Jl Raya Bogor Depok Usai Gagal Hindari Mobil,-1
"Hari AIDS Sedunia 2025: Latar Belakang, Tema hingga Pesan Utama",0
28 Pasien Dievakuasi Saat Kebakaran Gudang di RS Pengayoman Jaktim,-1
Prabowo Sempat Temui Pengungsi di Tapteng: Mereka Masih Syok,-1
1 Desember 2025 Memperingati Hari Apa? Ini Daftar Hari Pentingnya,0
"Kebakaran di RS Pengayoman Berasal dari Gudang Logistik, Api Sudah Padam",-1
Polisi Tangkap Buron Maling Motor Tangerang di Jakut,-1
"Usai dari Tapteng, Prabowo Lanjut ke Aceh untuk Tinjau Warga Korban Bencana",0
"Prabowo Tinjau Korban Bencana di Tapteng, Janji Segera Atasi Kesulitan",1
"Potret Prabowo Tiba di Sumut, Tinjau Lokasi Terdampak Banjir-Longsor",0
Mendagri Gelar Rakor Bahas Antisipasi Bencana-Persiapan Natal dan Tahun Baru,0
159 Orang Hilang Usai Kebakaran Apartemen Hong Kong Dipastikan Selamat,-1
Video: Viral Pelatih Taekwondo Dipukul Pemotor Lawan Arah di Jaksel,-1
"Gunung Semeru 3 Kali Erupsi Pagi Ini, Tinggi Awan Panas Capai 900 Meter",-1
Polisi Targetkan Periksa Siswa Pelaku Ledakan SMAN 72 Pekan Depan,-1
"Bus Sekolah Terperosok di Ciputat, 10 Anak Dipindahkan ke Angkot",-1
PKB Nilai Banjir Aceh-Sumut Sudah Penuhi Kriteria Bencana Nasional,0
Paus Leo: Negara Palestina Jadi Satu-satunya Solusi Konflik dengan Israel,1
"Prabowo Soroti Siswa Kurang Ajar, Komisi X DPR Minta Ortu Dukung Guru Tegas",0
"Tiba di Silangit Sumut, Prabowo Lanjut Naik Helikopter Menuju Tapteng",0
"Bus Sekolah Kejeblos Jalan Amblas di Ciputat, Lalin Sempat Macet",-1
Saling Bantah Buntut 'Pencopotan' Ketum PBNU Gus Yahya,0
"Korban Meninggal Akibat Bencana di Agam 120 Orang, 74 Masih dalam Pencarian",-1
Gelondongan Kayu di Bencana Sumatera Dalam Sorotan Senayan,-1
Sejumlah Wilayah Masih Terisolasi Akibat Banjir Aceh-Sumut-Sumbar,-1
"RS Pengayoman Cipinang Jaktim Kebakaran, 11 Mobil Damkar Dikerahkan",-1
"Kapolri Pimpin Rakor Bencana di Tapanuli Utara, Pastikan Penanganan Terkoordinasi",0
Waka Komisi VIII DPR Bicara Urgensi Penetapan Bencana Nasional Sumatera,0
Video: Melihat Jalan di Jakarta Pusat yang Puluhan Tahun Tak Beraspal,-1
"WNI Korban Jiwa Kebakaran Hong Kong Terus Bertambah, Ini 5 Faktanya",-1
Titik-titik Kepadatan Lalin di Tol Arah Jakarta Pagi Ini,-1
"Update Korban Bencana Aceh-Sumut-Sumbar: 442 Orang Tewas, 402 Masih Hilang",-1
Gelombang penyakit ancam anak-anak korban banjir Sumatra di tengah capaian imunisasi dasar yang sangat rendah,-1
"Detik-detik kematian anak di Yahukimo akibat 'granat yang dibawa drone', 'Dia pelajar, bukan anggota TPNPB'",-1
Warga meninggal saat rebutan beras bantuan banjir di gudang Bulog Tapanuli Tengah – 'Pembelajaran cadangan pangan itu penting',-1
Kesaksian masyarakat di daerah terisolir di Aceh Tengah – 'Stok sembako hanya dua sampai tiga hari lagi',-1
"Setidaknya 770 orang meninggal dunia, pemerintah berkukuh tak tetapkan bencana nasional di Sumatra",-1
Penampakan kayu gelondongan yang hanyut bersama banjir di Sumatra,-1
"Foto-foto sebelum dan sesudah banjir melanda Aceh, Sumbar, dan Sumut",-1
"Pengakuan warga Kabupaten Agam, Aceh Tengah dan Tapanuli Tengah yang terisolasi – 'Demi makan, kami harus menembus kubangan lumpur''",-1
"'Salah satu kebakaran paling mematikan di Hong Kong' – Sembilan WNI tewas, apa saja yang telah diketahui?",-1
"Pembakaran mahkota cenderawasih, pemburuan ilegal, dan jejak Alfred Wallace di Papua – 'Kalau mau jaga burung ini, jaga juga manusianya'",-1
'Mama saya meninggal dalam keadaan salat' – Akhir perjuangan anak mencari sang ibu yang hilang di tengah banjir bandang Sumbar,1
Prabowo didesak tetapkan banjir dan longsor di Sumatra sebagai bencana nasional – 'Masyarakat sampai menjarah demi bertahan hidup',-1
"Perjuangan seorang ibu dan tiga anaknya lolos dari maut saat banjir melanda Palembayan, Sumbar",-1
"Ribuan orang mengungsi akibat banjir dan longsor di Sumatra Utara, akibat perusakan hutan atau cuaca ekstrem?",-1
"Gus Yahya 'menolak mundur' dari Ketum PBNU, warga NU desak elit NU lakukan islah – 'Ribut-ribut di PBNU membuat kami malu'",0
Eks Dirut ASDP Ira Puspadewi resmi bebas dari rutan KPK – Bagaimana perjalanan kasusnya?,1
Menhan Sjafrie sebut Bandara IMIP di Morowali 'anomali' – Apa itu bandara khusus?,-1
Membuat BBM dari sampah plastik di Cimahi – Solusi untuk masyarakat?,1
'Celana saya basah dengan darah' – Cerita petani di Bengkulu Selatan yang diduga ditembak karyawan perusahaan sawit,-1
'Hapus sekarang!' – Cerita warga yang diretas usai unggah kritik di media sosial,-1
Jerit warga yang hidup dalam kepungan polutan beracun PLTU,-1
UU tentang DPR digugat ke MK 'agar warga bisa usulkan pemberhentian anggota dewan' – Seberapa mungkin dikabulkan hakim?,0
Ibu dan bayi di kandungan meninggal usai ditolak empat rumah sakit – 'Inilah bobrok pelayanan kesehatan di Papua',-1
'Menghindari begal dan terancam harimau' – Kisah di balik penemuan tanaman langka Rafflesia hasseltii di Sumatra,1
"Nasib warga di megaproyek 'hijau' terbesar dunia di Kalimantan – 'Jangan mati dulu, kuburanmu nanti digusur'",-1
"Gunung Semeru erupsi, kesaksian saat pendakian Ranu Kumbolo – 'Kami harus mengambil keputusan berani'",-1
Cerita petugas damkar menolong korban KDRT hingga kasus pencurian – Mengapa masyarakat lebih memilih lapor ke damkar ketimbang polisi?,1
"Darurat perundungan di Indonesia – 'Anak saya meninggal karena bullying, apa tanggung jawab sekolah?'",-1
"Menaker batal umumkan kenaikan UMP 2026 pada 21 November 2025, kelompok buruh tetap menuntut naik 10,5%",0
"Putusan MK larang polisi duduk di jabatan sipil, polisi dituntut mematuhinya – 'Pemerintah cuma mau menjalankan, kalau bermanfaat buat mereka'",0
"Empat tahanan politik Sorong divonis tujuh bulan penjara – 'Mereka cuma antar surat, tapi dituduh berencana makar'",0
"Pelaku peledakan di SMAN 72 Jakarta 'tergabung dalam grup True Crime Community', kata BNPT – 'Dia meniru supaya bisa dibilang hebat'",-1
"Kemelut Proyek Strategis Nasional: letupan konflik, janji yang tak sampai, dan lingkaran para pengusaha kaya",0
Blunder ucapan Cucun 'tak perlu ahli gizi' di program MBG – Semata kekurangan ahli gizi atau penghargaan yang kurang?,-1
"Longsor di Cilacap, total 18 orang ditemukan meninggal dunia, lima orang masih dicari – 'Saya terseret sampai 15 meter, saya tidak bisa bergerak'",-1
"DPR sahkan RUU KUHAP jadi Undang-Undang, aktivis kritik pasal 'ugal-ugalan' dan 'merebut paksa kemerdekaan diri warga'",-1
Mahasiswa diskorsing gara-gara gelar diskusi 'Soeharto bukan pahlawan' – Orde Baru bangkit kembali?,-1
"PN Jakarta Selatan terima eksepsi Tempo – 'Sengketa jurnalistik merupakan ranah Dewan Pers, bukan pengadilan umum'",0
"Tim SAR: 27 orang masih dalam pencarian akibat longsor di Banjarnegara, dua meninggal",-1
NASA membuat terobosan sistem peringatan dini tsunami,1
MK larang polisi aktif duduki jabatan sipil – Apa dampak keputusan ini?,0
Penculikan anak berinisial BR dari Makassar sampai Jambi – Mengapa anak dan masyarakat adat rawan jadi korban eksploitasi?,-1
"Konsumsi gula berlebihan, pasien cuci darah menyesal 'setiap hari minum kopi dan teh kemasan'",-1
Pendudukan Palestina serta hubungan pemerintah Indonesia dengan Israel,0
"Pengakuan petugas MBG – 'Tak punya kontrak kerja, jam kerja tak menentu, dan telat terima gaji'",-1
Pemerintah hendak batasi gim tembak-menembak usai ledakan SMA 72 Jakarta – Apakah itu langkah tepat?,1
"Umrah mandiri makin populer dan dilegalkan pemerintah, mengapa biro perjalanan tidak setuju?",0
Soeharto resmi jadi pahlawan nasional – Mengapa Prabowo menetapkannya di awal pemerintahannya?,0
Apa bukti Soeharto terlibat pembantaian massal 1965?,0
Roy Suryo dkk jadi tersangka kasus tudingan ijazah palsu Jokowi – Apa perkembangan terbaru polemik keaslian ijazahnya?,-1
Warga Baduy ditolak berobat di rumah sakit setelah dibegal karena tidak punya KTP – Bagaimana negara menjamin hak kesehatan masyarakat adat?,-1
"Prabowo klaim proyek kereta cepat tidak bermasalah, ingin menutupi dugaan korupsi Whoosh?",-1
"Belasan orang tewas dan delapan lainnya hilang akibat banjir dan longsor di Nduga, Papua",-1
"KPK tetapkan Gubernur Riau Abdul Wahid tersangka kasus pemerasan, diduga minta 'jatah preman' Rp7 miliar",-1
Pria dianiaya hingga tewas karena tidur di Masjid Agung Sibolga – Apakah fungsi masjid hanya sebatas rumah ibadah?,-1
"Karut marut penambangan emas ilegal di Merangin, Jambi – Antara berkah dan petaka",-1
"Prabowo janji akan bayar utang Whoosh Rp1,2 triliun per tahun – Apakah ini solusi terbaik selesaikan beban utang proyek ini?",-1
"Temuan dua kerangka di gedung yang terbakar di Kwitang, Jakarta – Bagaimana kaitannya dengan demonstran yang masih hilang?",-1
Otorita IKN sebut tambang dan kebun ilegal caplok area IKN – Kenapa baru disuarakan sekarang?,0
"Tiga pelajar di Sukabumi dan Sawahlunto bunuh diri, mengapa bunuh diri di kalangan remaja marak terjadi?",-1
Di balik film Rangga & Cinta – Kenapa tak biarkan saja Gen-Z punya memorinya sendiri?,1
DPRD tolak pemakzulan Bupati Pati Sudewo,-1
"Video,
Bersepeda dari Inggris ke Australia, singgah di Indonesia – Menapaki jejak sang ayah 40 tahun lalu
, Durasi 3,41",0
"Petisi untuk batalkan TKA 2025 – 'Persiapan tiga bulan, kami belum siap'",0
"Atap bangunan pesantren di Situbondo roboh, satu orang meninggal dan belasan terluka – Kenapa berulang?",-1
Mendagri Tito Karnavian ancam berhentikan kepala daerah yang tak dukung program strategis nasional – Apakah bisa demikian?,0
Elegi Suku Malind Anim di balik PSN Merauke – 'Sedang dalam pemusnahan',0
Pro-kontra fotografer di ruang publik – Pelanggaran privasi?,0
Purbaya hendak terbitkan aturan berantas pakaian bekas impor – Kenapa produk ilegal itu sulit ditangani?,1
"Prabowo siap kirim pasukan perdamaian ke Gaza, Netanyahu berkata 'Israel yang menentukan'",1
"Disekap, disetrum, dan dipukul hingga babak belur: Pengakuan WNI yang menyelamatkan diri dari perusahaan scam di Kamboja",-1
"Pasukan internasional tidak akan mau menegakkan perdamaian di Gaza, kata Raja Yordania",-1
Kontradiksi gelar pahlawan nasional untuk Marsinah dan Soeharto – 'Ini manipulasi politik dan sejarah yang luar biasa',0
Bahasa Portugis masuk sekolah – 'Pengajar di Indonesia tidak sampai lima orang',0
"Prabowo restui pembentukan Ditjen Pesantren di Kemenag, apa urgensinya?",0
"Tolak atlet Israel, Indonesia disanksi penyelenggara Olimpiade – Bagaimana kontroversinya?",0
"Mikroplastik dalam air hujan di Jakarta – 'Bukan air hujannya yang berbahaya, tapi udaranya'",-1
WNA kini bisa jadi bos BUMN – Apa untung dan ruginya untuk Indonesia?,0
Kampung di Buton meminjam aksara Korea demi lestarikan bahasa Cia-Cia yang terancam punah – Berhasilkah mereka?,0
Prabowo ingin Indonesia punya mobil nasional dalam tiga tahun – Apa yang bisa dipelajari dari kegagalan mobil Timor dan Esemka?,0
'Sekarang sudah lega' – Mengapa putusan MK jadi kabar bahagia masyarakat adat yang tinggal di hutan?,0
Kematian mahasiswa Timothy Anugerah dan dugaan perundungan di Universitas Udayana,-1
Indonesia pulangkan dua warga UK terpidana mati dan seumur hidup kasus narkoba – Apa alasannya?,0
"Eks Kapolres Ngada divonis 19 tahun penjara, terbukti cabuli tiga anak dan unggah video di situs porno Australia",-1
"Operasi CIA di Indonesia: Film porno, daftar perburuan komunis, hingga Metode Jakarta",0
'Warga menjaga guru seperti darah daging mereka' – Siapa sebenarnya yang membunuh guru Melani Wamea di Yahukimo?,-1
Sekolah-sekolah yang mengelola dapur mandiri di tengah ribuan kasus keracunan MBG,-1
Survei kinerja Prabowo – Apakah gelombang unjuk rasa diperhitungkan dan sejauh mana bias dalam klaim kepuasan publik?,0
"Bagaimana militer, pengusaha, dan partai politik menopang kekuasaan Prabowo Subianto?",0
"Setahun pemerintahan Prabowo – Citra 'kakek gemoy' berakhir, karakter militeristis kembali tampil",0
Dilema pembangunan di Mandalika – Haruskah pariwisata Lombok meniru Bali?,0
Setahun pemerintahan Prabowo-Gibran – 'Arah balik demokrasi' dan apa saja tantangan yang mungkin dihadapi ke depan?,0
Pajak uang pensiun dan pesangon digugat ke MK – 'Mengapa negara tega?',-1
'Kekerasan seksual di pesantren bukan dibesar-besarkan' – Lebih dari 40.000 santri rentan mengalami kekerasan seksual,-1
'Jangan pisahkan Zahira dengan Mama' – Kisah ibu yang kewarganegaraannya ditolak Indonesia dan Malaysia,-1
PSSI pecat Patrick Kluivert setelah gagal membawa Indonesia lolos ke Piala Dunia 2026,1
Apakah renovasi Ponpes Al Khoziny di Sidoarjo dapat menggunakan APBN? – 'Jangan sampai niat baik langgar tata kelola',0
'Alarm keras' radiasi Cesium 137 – Mengapa pemerintah Indonesia baru bertindak setelah ada laporan dari AS?,-1
Isi percakapan Prabowo dan Trump di KTT Gaza yang terekam dan tersebar – Apa respons Menlu Sugiono?,0
"Cerita sarjana yang sulit cari kerja dan mendaftar Program Magang Nasional – 'Tidak apa lari dari jurusan, yang penting kerja'",-1
Foto-foto yang disembunyikan jadi saksi peristiwa kekerasan 1965 – Dari pawai meriah PKI hingga dua jenazah tanpa nama,-1
'Ekosida' Pantura: Bagaimana konversi lahan tani ke industri membunuh mimpi swasembada pangan,-1
Kebijakan 10% etanol pada BBM dikhawatirkan memperparah deforestasi dan konflik lahan,-1
"'Siswa sekolah sempat dipulangkan, tiang listrik bergoyang' – Kesaksian warga Sangihe dan Talaud Sulawesi Utara saat gempa magnitudo 7,4 mengguncang",-1
'Kami diadu perusahaan' – Penyerangan terhadap masyarakat adat penentang PSN Merauke,-1
'Ekosida' di Pantura: 'Kongkalikong' yang menggerus ruang hidup warga pesisir utara Jawa,-1
"Polisi mulai selidiki penyebab ambruknya Ponpes Al Khoziny, keluarga korban menanti kepastian identifikasi – 'Istri saya masih terbayang anaknya seolah masih hidup'",-1
Polemik kebijakan Dedi Mulyadi minta warga Jabar donasi Rp1.000 per hari – 'Kalau dikorupsi bagaimana?',0
"Ponpes Al Khoziny sebut ambruknya musala sebagai 'takdir dari Allah', polisi janji lakukan upaya hukum – 'Tidak bisa berlindung dengan dalih takdir'",0
"Gedung Pondok Pesantren Al Khoziny di Sidoarjo runtuh – Pencarian korban dihentikan, ditemukan 61 jenazah dan 7 bagian tubuh",-1
"'Ekosida' di Pantura: Pengembangan industri ancam pesisir utara Jawa makin cepat tenggelam – 'Banjir sudah puluhan tahun, ini pembiaran sistematis'",-1
Meteor melintasi Cirebon dan jatuh di Laut Jawa – Seberapa besar ukuran dan apa dampaknya?,0
"Tiga seniman perempuan Aceh melawan dominasi patriarki – 'Saya tidak menolak syariat, tapi kenapa fokusnya ke tubuh perempuan, dan bukan korupsi'",0
"Video,
Cerita Alfatih, santri yang terjebak dua malam di reruntuhan Ponpes Al Khoziny
, Durasi 2,12",-1
Teka-teki kematian siswi SMK di Bandung Barat yang dikaitkan keracunan MBG,-1
"Keresahan warga dekat pabrik sumber radioaktif di Banten – 'Mereka pakai masker, sarung tangan, tapi enggak ada yang menjelaskan'",-1
Kisah tim penyelamat mengevakuasi korban reruntuhan Ponpes Al Khoziny,-1
Prabowo instruksikan rapid test MBG – Apakah efektif cegah keracunan dan keberulangan status KLB?,1
"Kesaksian santri ikut pengecoran Ponpes Al Khoziny – 'Seandainya masih di atas bangunan, tentu ikut jatuh'",0
Warga Aceh tuntut kompensasi pemadaman listrik berhari-hari – 'Pemadaman listrik terburuk pasca-konflik dan tsunami',-1
"DPR sahkan Revisi UU BUMN – Kementerian BUMN dihapus, diubah menjadi Badan Pengaturan",0
Kesaksian korban selamat Ponpes Al Khoziny: 'Antara sadar dan mimpi dalam gelap',-1
'Manusia Jawa' kembali ke Indonesia – Sisi gelap penemuan Pithecanthropus Erectus,0
Tiga terdakwa kasus pemerasan PPDS Undip divonis 'lebih ringan' dari tuntutan jaksa – 'Putusan ini tidak memberikan efek jera kepada pelaku',-1
"TNI diduga tembak warga di Asmat, Papua hingga tewas – 'Kenapa menangani orang mabuk harus pakai senjata?'",-1
"Video,
Keluarga korban ponpes roboh: 'Apakah keponakan saya bisa ditemukan dengan selamat?'
, Durasi 2,07",-1
Tragedi 1965 dan 'mantra ampuh' di balik citra surgawi pariwisata Bali,0
Trump dan Netanyahu menyepakati rencana perdamaian di Gaza – Apa sikap Indonesia?,1
"Ribuan kasus keracunan, SPPG terus beroperasi – 'Sertifikat laik kebersihan sedang diurus'",-1
"Video,
Pesantren ambruk, ratusan siswa dievakuasi
, Durasi 1,34",-1
Tragedi 1965 di Padang Halaban – 'Tanah rakyat diambil tentara dengan memanfaatkan sentimen PKI',-1
Istana kembalikan akreditasi peliputan wartawan CNN Indonesia yang sempat dicabut — Kenapa hal ini tak boleh dianggap remeh?,1
MK putuskan UU Tapera bertentangan dengan UUD 1945 dan harus diubah – 'Tapera akan menjadi beban pekerja terlebih lagi bagi yang terkena PHK',0
"Tentara merampas tanah rakyat secara sistematis saat Tragedi 1965 – Dicap komunis, lahannya dipakai berbisnis",-1
Ribuan kasus keracunan akibat MBG – Evaluasi SPPG dan standar higienis jadi prioritas pemerintah,-1
'Ekspektasi versus realita' – Apakah Bali telah menjadi korban kesuksesan pariwisata?,0
Di balik RUU Perampasan Aset: Kisah buron kakak Edy Tansil dan 'ketakutan dipakai sebagai alat gebuk negara',0
"Video,
Bagaimana kebijakan Rp200 triliun Menkeu Purbaya bisa terasa oleh masyarakat?
, Durasi 5,33",0
"APBN 2026: Defisit Rp689,1 triliun – ‘Tingkatkan penerimaan, pajak kelas atas belum tergarap’",1
Apakah korban keracunan Makan Bergizi Gratis bisa menggugat pemerintah secara hukum?,-1
"IKN jadi ibu kota politik pada 2028, apa maksudnya?",0
"Dua karyawan Freeport yang terjebak di bawah tanah ditemukan meninggal dunia, polisi ungkap identitasnya",-1
Warga Pati kembali demo tuntut bupati lengser – Bagaimana mekanisme pemberhentian kepala daerah?,0
"Nestapa pengamen ondel-ondel Betawi – 'Kalau dilarang, kita makan apa?'",-1
"Video,
Uji formil UU TNI ditolak MK, apa dampaknya?
, Durasi 3,34",0
Mengapa Prabowo merekrut sejumlah eks-tentara pada era tragedi 1998?,0
"Kerusuhan di Kabupaten Yalimo, Papua Pegunungan, disinyalir dipicu ucapan rasis pelajar SMA – Mengapa kasus rasisme selalu berulang?",-1
Polisi tembak polisi hingga tewas di Sumbar divonis hukuman penjara seumur hidup,-1
MK tolak uji formil UU TNI – Apa alasannya dan bagaimana dampaknya?,0
"Prabowo lantik Djamari Chaniago sebagai Menko Polkam, Eric Thohir Menpora",0
"Video,
Kiprah perempuan adat Yenbuba merestorasi terumbu karang Raja Ampat yang rusak
, Durasi 2,40",1
Video Presiden Prabowo tayang di bioskop – Apakah praktik Orde Baru hadir kembali?,0
"Stok BBM di SPBU swasta nyaris nihil, apa dampak dugaan monopoli terhadap konsumen?",-1
'Paket stimulus ekonomi 8+4+5' demi kejar target pertumbuhan ekonomi – Apa saja yang perlu diketahui?,1
Lima anggota geng ditangkap terkait pembunuhan staf KBRI di Peru – Bagaimana perkembangan investigasi sejauh ini?,-1
Presiden Prabowo akan bagikan 330 ribu televisi pintar ke sekolah – Apakah program ini tepat sasaran?,0
"Video,
Apa hubungan bendera One Piece di demonstrasi Nepal dan Prancis dengan Indonesia?
, Durasi 3,43",0
Di balik 'Norma: Antara Mertua dan Menantu' – Mengapa film tema selingkuh digemari di Asia Tenggara?,0
Dua pria Australia ditangkap atas tuduhan memasok senjata api ke TPNPB-OPM,-1
Mahasiswa Indonesia meninggal setelah menemani kunjungan pejabat ke Austria,-1
Anggota TNI jadi tersangka kasus dugaan pembunuhan kepala cabang BRI – Ada apa di balik kasus ini?,-1
"Suntikan dana pemerintah Rp200 triliun ke perbankan, apa yang patut diketahui?",0
"Bahlil izinkan tambang nikel beroperasi kembali di Raja Ampat, Greenpeace sebut 'pemerintah dan korporasi serakah'",-1
"Banjir Bali terparah sepanjang satu dekade, korban meninggal bertambah menjadi 16 orang",-1
"Bendera One Piece berkibar di tengah aksi demonstrasi di Indonesia, Nepal, dan Prancis - 'Bentuk rasa frustrasi anak muda pada pemerintah'",-1
Kisah perempuan adat Yenbuba merestorasi terumbu karang Raja Ampat yang rusak akibat insiden Caledonian Sky tujuh tahun lalu,1
Pemuda asli Papua tewas diduga akibat dianiaya polisi – 'Nyawa kami seakan mudah sekali dibunuh',-1
"Tunjangan rumah DPRD Jakarta, Jateng, Jabar, dan Sumut mencapai Rp40 juta-Rp70 juta",-1
Anak gajah bernama Tari mati di Taman Nasional Tesso Nilo – Apa penyebab kematiannya?,-1
"Purbaya dilantik jadi menteri keuangan, apa saja PR yang harus dituntaskan?",1
Aktivis lingkungan NTT ditemukan meninggal – Apa yang diketahui sejauh ini?,-1
'Mamah tidak rela hidup terus-terusan susah' – Kisah ibu dan dua anak di Kabupaten Bandung mengakhiri hidup diduga karena tekanan ekonomi,-1
Sri Mulyani minta maaf setelah serahkan jabatan kepada menkeu yang baru,0
21 tahun kematian Munir – Mengapa kasusnya sulit diungkap?,-1
Mengapa foto Menhut Raja Juli bermain domino dengan bekas tersangka pembalak liar problematik?,-1
Dari tumpukan sampah menjadi benda berguna: Kisah warga Sumenep atasi masalah sampah yang semakin 'serius',1
Polisi dituduh 'melampaui batas' dalam atasi demo Agustus 2025 – 'Kewenangan membesar tanpa pengawasan berarti',-1
Kpop Demon Hunters: Masa depan budaya pop Korea di tangan grup virtual,0
Siapa aktivis hingga TikToker yang jadi tersangka penghasutan demo Agustus?,-1
"Apa itu tuntutan 17+8? – Mahasiswa akan terus demo sampai tuntutan dipenuhi, DPR berikan tanggapan",-1
Viral pria diduga intel TNI ditangkap Brimob – Apa peran intelijen dalam gelombang demonstrasi?,-1
Pertemuan organisasi mahasiswa dengan DPR dan dua menteri – Apa efeknya pada gelombang demonstrasi?,0
Sopir kendaraan taktis Brimob yang melindas Affan Kurniawan dihukum demosi tujuh tahun – 'Kami mohon dibukakan maaf',-1
Eks Mendikbudristek Nadiem Makarim tersangka korupsi pengadaan laptop – Bagaimana duduk perkaranya?,-1
Dukungan warga Malaysia dan negara lain untuk aksi di Indonesia – 'Pemerintah kita sama buruk dan korup',0
Aliansi Perempuan desak penghentian kekerasan negara – Apa bedanya dengan gerakan Suara Ibu Peduli pada 1998?,0
"Trauma kerusuhan 1998 usai rentetan aksi penjarahan – 'Rumah dijaga TNI bisa dijarah, bagaimana rumah rakyat biasa?'",-1
Nasib pengemudi ojol setelah gelombang demo – 'Lebih takut lagi kalau dapur tidak ngebul',-1
Sepuluh orang meninggal dalam gelombang demonstrasi – 'Negara harus menjawab tuntutan masyarakat',-1
Aktivis Lokataru ditangkap buntut gelombang demonstrasi Agustus – 'Pola yang berulang usai unjuk rasa besar',0
TNI ditugaskan 'memelihara keamanan dan ketertiban' – Apakah Indonesia dalam situasi darurat militer?,0
Mengapa aksi demonstrasi berujung perusakan dan penjarahan?,-1
"Beras langka dan harganya naik, warga terpaksa mengurangi makan beras hingga berhenti berjualan – Apa penyebabnya?",-1
Penjarahan rumah pejabat dan korban tewas bermunculan – Akankah berujung seperti krisis 1998?,-1
Pengemudi ojol Affan Kurniawan disebut 'martir demokrasi' – Apakah aksi massa bakal membesar?,0
"Demo DPR: Kendaraan polisi melindas pengemudi ojol hingga tewas, Istana minta maaf dan tujuh polisi diperiksa",-1
"Video,
Dana reses anggota DPR Rp2,5 miliar per tahun, untuk apa?
, Durasi 3,12",-1
Dari naik pangkat sampai dimakamkan di taman makam pahlawan menjadi hak penerima tanda kehormatan – Mengapa sejumlah nama menuai polemik?,0
"Bupati Pati, Sudewo penuhi pemeriksaan KPK di tengah seruan warga agar dirinya ditangkap – 'Kami ingin punya pemimpin yang bersih'",-1
"Anggota DPR mendapat dana reses Rp2,5 miliar tiap tahun, untuk apa?",0
"Wabah campak di Sumenep renggut nyawa 17 anak, cakupan imunisasi rendah karena hoaks 'vaksin haram'?",-1
Petani Bali pakai drone untuk bertani di sawah – 'Lebih efisien',1
Pelaku usaha hingga ojol merugi akibat gangguan internet di Merauke,-1
"Kasus kematian diplomat Kemlu, keluarga ungkap temuan baru – Apakah penyelidikan bisa dilanjutkan?",-1
Anggaran pendidikan terbesar sepanjang sejarah tapi hampir setengahnya untuk MBG dikoreksi – 'Guru seakan-akan dibantu',0
"Immanuel Ebenezer dipecat setelah jadi tersangka kasus pemerasan pengurusan sertifikat K3, diduga menerima uang Rp3 miliar – Apa perannya?",-1
Rangkaian gempa Bekasi dipicu 'West Java Back-arc Thrust' – Seberapa besar potensi gempa yang bisa dilepaskan?,-1
"Udang beku dari Indonesia terpapar zat radioaktif, dari mana kontaminasi muncul?",-1
"'Pemerintah pusat lepas tanggung jawab, pemda terjepit' – Mengapa gerakan warga disebut satu-satunya cara batalkan kenaikan pajak?",0
"Video,
Gaji dan tunjangan anggota DPR lebih dari Rp100 juta, untuk apa saja?
, Durasi 2,41",-1
"Tiga orang tewas akibat kebakaran sumur minyak di Blora, Bahlil diminta revisi aturan perizinan",-1
"Ilmuwan Indonesia di jantung AI – Perjalanan dari Bandung ke Oxford, hingga markas DeepMind",1
Gaji dan tunjangan anggota DPR lebih Rp100 juta per bulan distop setelah gelombang demonstrasi – 'Tidak patut saat masyarakat kesulitan ekonomi',-1
Setya Novanto bebas bersyarat – 'Kemunduran agenda pemberantasan korupsi',-1
'Konflik berulang membuat masyarakat Aceh trauma' – Mengapa Indonesia harus belajar dari penyelesaian damai konflik Aceh?,-1
HUT RI ke-80: Potret perayaan kemerdekaan dan pengibaran bendera Merah Putih di seluruh negeri,0
"Samin, Kendeng, hingga golput besar-besaran – Mengapa 'gerakan rakyat' di Pati sangat masif?",0
"Pidato RAPBN Prabowo bahas MBG, pengangguran, dan nasib IKN — Apa kata ahli ekonomi?",0
Pembantaian Nanjing pada Perang Dunia II masih hantui hubungan China-Jepang,0
"Pajak Bumi dan Bangunan naik drastis, aksi protes merembet ke sejumlah daerah",-1
"Video,
Sejarah kelam 'ianfu', budak seks militer Jepang di Indonesia yang terlupakan
, Durasi 4,14",0
"'Saya mensyukuri perdamaian, tapi kemakmuran kurang' – Cerita eks tentara GAM dan masalah kesejahteraan di Aceh",0
