News_Data,1st Annotator,2nd Annotator,3rd Annotator,Voting Result,Final Take,Labelling
"Sumber gambar, Etsuo Hara/Getty Images Persatuan Sepak Bola Seluruh Indonesia (PSSI) resmi memecat Patrick Kluivert dari jabatannya sebagai pelatih tim nasional (timnas) Indonesia.  PSSI mengumumkan hal itu melalui laman resminya, Kamis (16/10).  PSSI dan tim kepelatihan timnas Indonesia menyepakati ""pengakhiran kerja sama lebih awal"" melalui mekanisme mutual termination. Dijelaskan bahwa penghentian kerja sama ini dilakukan atas dasar persetujuan kedua pihak.  ""Kesepakatan ini ditandatangani an",Neutral,Positive,Neutral,Neutral,Neutral,0
"Sumber gambar, JUNI KRISWANTO/AFP via Getty Images Rencana penggunaan Anggaran Pendapatan dan Belanja Negara (APBN) untuk membangun ulang Pondok Pesantren Al Khoziny di Sidoarjo, Jawa Timur, yang ambruk pada 29 September 2025 lalu dikritik sejumlah analis. Pengamat Kebijakan Publik Next Indonesia, Herry Gunawan mengatakan, APBN memang memiliki pos anggaran untuk bantuan sosial yang bisa disalurkan untuk membangun ulang Ponpes Al Khoziny, tapi dana itu hanya bisa didistribusikan jika suatu perist",Neutral,Neutral,Negative,Neutral,Neutral,0
"Sumber gambar, ANTARA FOTO/Angga Budhiyanto Isu sumber radiasi Cesium 137 (Cs-137) di Banten dan Lampung mencuat setelah otoritas di Amerika Serikat menemukan zat radioaktif ini pada udang dan cengkeh dari Indonesia. Situasi ini menandakan ketidakjelasan sistem keselamatan dan keamanan terhadap potensi radiasi radioaktif di Indonesia, menurut pegiat lingkungan. Cesium 137 adalah unsur radioaktif buatan manusia yang memancarkan radiasi beta dan gamma, dengan jangka waktu paruh hingga 30 tahun.  P",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, Suzanne Plunkett/Getty Images Presiden Prabowo Subianto tertangkap kamera dan terekam suaranya saat berbincang dengan Presiden AS Donald Trump di sela-sela KTT Perdamaian Gaza di Mesir, Senin (13/10). Dalam rekaman audio yang tersebar itu, Prabowo meminta bantuan Trump untuk bertemu anaknya, Eric Trump, pimpinan Trump Organization yang memiliki sejumlah proyek bisnis di Indonesia. Percakapan Prabowo dan Trump itu terjadi setelah Trump menyampaikan pidatonya. Kejadiannya di belakan",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, Juni Kriswanto/AFP via Getty Images Program Magang Nasional memikat sejumlah lulusan perguruan tinggi baru, walaupun mungkin tak sesuai dengan latar belakang pendidikan mereka.  Mengapa mereka mendaftar dan apakah program ini akan mampu mengurangi tingkat pengangguran di kalangan sarjana yang kini mencapai satu juta orang? BBC News Indonesia mewawancarai beberapa sarjana baru di Papua, Jawa Tengah dan Jawa Timur untuk mendengar kesulitan mereka mencari kerja dan alasan mendaftar P",Neutral,Positive,Negative,TIED,Neutral,0
"Sumber gambar, Perpustakaan Nasional Indonesia Peristiwa kelam 1965 kini telah berusia 60 tahun. Berbagai penelitian muncul dan berupaya memberikan analisis maupun perspektif yang melawan narasi tunggal pemerintah Orde Baru. Dalam buku teranyar tentang 1965, dua akademisi menempuh langkah serupa. Hanya saja medium yang disodorkan berbeda: visual. Geoffrey Robinson dan Douglas Kammen adalah akademisi yang dimaksud. Melalui buku yang bakal dirilis setidaknya pada tahun ini, mereka mengumpulkan rat",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, Ivan Batara Pemerintah mengklaim proyek industrialisasi di pesisir utara Jawa mampu mendongkrak pertumbuhan ekonomi dan menyejahterakan masyarakat, nyatanya malah membuat kerugian yang berlipat. Ekonom memperkirakan dalam sepuluh tahun ke depan, akan ada penurunan pendapatan masyarakat dan berkurangnya produktivitas di sektor perikanan dan pertanian. Setahun menjelang satu tahun pemerintahan Presiden Prabowo Subianto, target swasembada beras yang dia janjikan saat dilantik Oktober",Negative,Positive,Negative,Negative,Negative,-1
"Sumber gambar, Sony Herdiana via Getty Images Pengamat ekonomi menilai utang proyek Kereta Cepat Jakarta-Bandung yang mencapai Rp118 triliun sebagai ""bom waktu"" bagi keuangan negara di tengah bayang-bayang krisis fiskal. Ekonom menyebut satu-satunya cara paling realistis untuk menyelesaikan persoalan ini dengan mengajukan restrukturisasi utang kepada bank China, meskipun disebut tidak akan mudah. Sebelumnya Chief Operating Officer (COO) Danantara Dony Oskaria menyodorkan tawaran kepada pemerinta",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO/Andry Denisah Pemerintah akan meningkatkan campuran etanol dalam bensin menjadi 10% (E10) dalam tiga tahun ke depan. Namun, pegiat lingkungan mendesak agar bahan baku etanol tersebut tidak diproduksi melalui deforestasi dan konflik masyarakat adat.  Mandat E10 diperkirakan akan mendorong pertumbuhan industri etanol di Indonesia. Artinya, akan ada perluasan lahan perkebunan tebu atau tanaman sejenis.  Salah satu wilayah yang menjadi prioritas proyek swasembada gula dan",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Walaupun gempa bermagnitudo 7,4 yang mengguncang wilayah perairan Talaud dan Sangihe, Sulawesi Utara, Jumat (10/10) pagi, tidak menimbulkan kerusakan, sejumlah warga di sana mengaku sempat panik. Seorang warga di Kabupaten Kepulauan Sangihe dan Kepulauan Talaud, Sulawesi Utara, mengaku ""sempat panik"" saat gempa terjadi pukul 08:43 WIB. ""Getaran gempa cukup kuat serta satu menit lamanya. Saya langsung keluar ruangan untuk menghindari dampak buruk,"" kata Sekretaris Kecamatan Tahuna Barat, Kabupate",Neutral,Negative,Neutral,Neutral,Neutral,0
"Sumber gambar, BBC News Indonesia Vincen Kwipalo, seorang anggota masyarakat adat Suku Yei yang menentang Proyek Strategis Nasional (PSN) tebu, diserang di rumahnya di Merauke, Papua Selatan. Serangan ini menyoroti bagaimana PSN telah memicu konflik horizontal antar-marga dalam satu suku yang sama.  Penyerangan terjadi pada Senin (06/10) malam sekitar pukul 22.00 WIT, dilakukan oleh empat orang tak dikenal di rumah Vincen yang berlokasi di Kampung Blandin Kakayu, Distrik Jagebob. Para pelaku mer",Negative,Neutral,Negative,Negative,Negative,-1
"Sumber gambar, Ivan Batara Pengembangan industri di pesisir utara Jawa digadang-gadang menarik investasi puluhan triliun dan menciptakan puluhan ribu lapangan pekerjaan. Alih-alih merasakan dampak ekonomi, banjir rob, kerusakan ekosistem pesisir dan penggusuran ruang hidup menjadi realitas sehari-hari. Kawasan tata ruang pesisir utara Jawa yang seharusnya dilindungi dan dilestarikan justru beralih fungsi untuk kepentingan pembangunan. Dalih yang digunakan untuk mendorong pertumbuhan ekonomi. Nam",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO/Didik Suhartono Polisi mulai menyelidiki kasus ambruknya bangunan Pondok Pesantren Al Khoziny, Sidoarjo, dengan memeriksa 17 orang saksi. Polisi berjanji bersikap transparan selama proses penyelidikan. Pemeriksaan belasan saksi itu dilakukan untuk mendalami penyebab kegagalan konstruksi bangunan musala yang ambruk, kata Kapolda Jatim, Irjen Polisi Nanang Avianto, Rabu (08/10) malam. ""Pemeriksaan lanjutan akan melibatkan pihak yang bertanggung jawab dalam pembangunan se",Neutral,Negative,Neutral,Neutral,Neutral,0
"Sumber gambar, KOMPAS.com/DINDA AULIA RAMADHANTY Surat Edaran Gubernur Jawa Barat Dedi Mulyadi yang meminta masyarakat berdonasi Rp1.000 per hari secara sukarela untuk solidaritas sosial, dikritik sejumlah warga dan pakar keuangan daerah karena seakan ""melegalkan pungutan liar"". Sebab kalau merujuk pada Undang-Undang Nomor 1 Tahun 2022 tentang Hubungan Keuangan antara Pemerintah Pusat dan Pemerintahan Daerah, pungutan oleh pemda hanya diperbolehkan dalam 2 bentuk: pajak daerah dan retribusi. Itu",Negative,Neutral,Negative,Negative,Negative,-1
"Sumber gambar, EPA/Shutterstock Sejumlah wali santri mengatakan tidak akan menuntut secara hukum kepada pihak pesantren lantaran menganggap kejadian itu sebagai ""takdir"", bukan kelalaian. Tapi pengamat keislaman menilai pimpinan pesantren harus bertanggungjawab dan ""tidak bisa berlindung dengan dalih takdir"". Dua orang pakar hukum juga menilai kasus ini harus ditindak agar tidak terulang lagi. Operasi pencarian dan evakuasi jenazah korban runtuhnya bangunan di Pondok Pesantren Al Khoziny, Sidoar",Neutral,Neutral,Negative,Neutral,Neutral,0
"Sumber gambar, ANTARA FOTO Operasi pencarian dan evakuasi jenazah korban runtuhnya bangunan di Pondok Pesantren Al Khoziny, Sidoarjo, Jawa Timur, resmi dihentikan pada Selasa (07/10) pagi. Tim SAR gabungan menyatakan, setelah melakukan pembersihan puing-puing, tidak ditemukan lagi jenazah korban.  ""Yang kami tutup terbatas dalam operasi pencarian dan pertolongan,"" kata Kepala Basarnas, Marsekal Madya TNI Mohammad Syafii, di lokasi ponpes, Selasa (07/10) pagi.  Tim SAR gabungan juga sudah melakuk",Neutral,Negative,Neutral,Neutral,Neutral,0
"Sumber gambar, IVAN BATARA Bencana banjir rob dan abrasi di Pantai Utara Jawa terus memburuk, dengan para ahli memperkirakan sejumlah desa pesisir akan tenggelam. Pakar dan pegiat lingkungan menyebut ancaman tenggelam dipercepat proyek-proyek industri yang dicanangkan pemerintah Indonesia. Sedikitnya ada 18.882 hektar lahan digunakan pemerintah untuk pengembangan kawasan industri di Pantura dengan balutan Kawasan Ekonomi Khusus (KEK) dan Proyek Strategis Nasional (PSN), yang tersebar di Jawa Tim",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, Detik.com Warga Kuningan dan Cirebon, Jawa Barat, dikejutkan oleh dentuman dan getaran hebat pada Minggu (5/10) malam. Kejadian tersebut bersumber dari sebuah meteor berbentuk bola api yang melintas di wilayah mereka sebelum jatuh ke Laut Jawa. Menurut peneliti astronomi dan astrofisika dari Badan Riset dan Inovasi Nasional (BRIN), Thomas Djamaluddin, meteor yang melintas itu berukuran cukup besar. Dentuman dan getaran yang dialami warga setempat merupakan hasil dari gelombang kej",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, Dokumen pribadi Zikra, Riska, Arifa Tiga perempuan muda Aceh menyuarakan kritik terhadap sebagian pelaksanaan syariat Islam di wilayahnya yang dianggap merendahkan perempuan melalui keahlian mereka di bidang seni.  Seni peran, instalasi serta fotografi, menjadi media bagi tiga perempuan muda ini untuk angkat bicara agar didengar oleh pemerintah dan masyarakatnya. Zikrayanti, Arifa Safura dan Riska Munawarahâ€”melalui keterampilan dan kemampuannyaâ€”juga berusaha menggerakkan banyak or",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Alfatih Cakra Buana dievakuasi dalam kondisi selamat setelah dua malam terjebak di reruntuhan Pondok Pesantren Al-Khoziny, Sidoarjo, yang roboh pada Senin (29/09). Alfatih adalah satu dari lima anak yang dievakuasi tim SAR gabungan dengan selamat pada Rabu (01/10). Pada Kamis siang, tim SAR memutuskan menggunakan alat berat untuk proses evakuasi karena ""sudah tidak ada tanda-tanda kehidupan"". Bagaimana Alfatih bertahan selama terjebak di reruntuhan? Simak video selengkapnya. Video produksi: Silv",Positive,Positive,Neutral,Positive,Positive,1
"Sumber gambar, Yuli Saputra Otoritas mengatakan kematian siswi di Bandung Barat, Jawa Barat, tidak berkaitan dengan keracunan Makanan Bergizi Gratis (MBG), tapi pakar kesehatan menganggap kesimpulan tersebut ""gegabah"".  Seorang siswi SMK Negeri 1 Cihampelas di Kabupaten Bandung Barat, Jawa Barat, meninggal dunia, Selasa (30/09). Kematiannya dikaitkan dengan kasus keracunan massal program Makanan Bergizi Gratis (MBG) hampir sepekan sebelumnya. Sekolah mengakui siswi berinisial BR yang berusia 17",Negative,Negative,Neutral,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO/Angga Budhiyanto Warga terdekat pabrik peleburan limbah metal yang menjadi pusat radiasi radioaktif sesium-137 di Banten, hidup dalam kecemasan. Mereka mengaku tak pernah mendapat penjelasan resmi dari pihak berwenang tentang apa yang terjadi dan dampak kesehatan bila terpapar radiasi radioaktif.  Pengamat nuklir mendorong pihak otoritas membuka pos pengaduan masyarakat sebagai bagian dari prosedur pengamanan. Satgas Penanganan Radiasi Cs-137 bentukan pemerintah, menga",Negative,Neutral,Negative,Negative,Negative,-1
"Sumber gambar, BASARNAS/Anadolu via Getty Images Di balik tragedi reruntuhan bangunan Pondok Pesantren (Ponpes) Al Khoziny, Sidoarjo, Jawa Timur, tersimpan kisah tim penyelamat yang berjuang mengeluarkan para korban dari timbunan beton. Sambil menerawangkan mata, Elfram Yuliawan mengingat kejadian beberapa hari lalu tatkala dirinya berada di depan tumpukan puing bangunan musala Pesantren Al-Khoziny yang runtuh pada 29 September 2025. Terekam jelas di ingatannya, suara sejumlah anak yang terus-me",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, Eliazar Robert/BBC Indonesia Ratusan siswa kembali menjadi korban keracunan dari program andalan Presiden Prabowo, makan bergizi gratis, meskipun beberapa daerah telah menetapkan status kejadian luar biasa (KLB).  Insiden terbaru terjadi di Kabupaten Timor Tengah Selatan, NTT, pada Jumat (3/10), yang menimpa setidaknya 331 orang. Dua hari sebelumya, sebanyak 119 siswa sejumlah sekolah di Kabupaten Agam, Sumatra Barat, juga bernasib serupa. Presiden Prabowo Subianto disebut telah m",Negative,Negative,Neutral,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO/Umarul Faruq Beberapa santri yang tidak memiliki pengetahuan tentang konstruksi bangunan mengaku dilibatkan dalam proses pengecoran salah satu bangunan di Pondok Pesantren Al Khoziny, Sidoarjo, Jawa Timur, yang runtuh pada Senin (29/09) sore. Ahmad Zabidi mengatakan anaknya yang belajar di pesantren Al Khoziny selamat karena tengah beristirahat di kamarnya setelah ikut kerja bakti pengecoran bangunan musala. ""Seandainya dia masih ada di atas bangunan ya tentunya ikut j",Neutral,Negative,Neutral,Neutral,Neutral,0
"Sumber gambar, ANTARA FOTO/Ampelsa Perusahaan Listrik Negara (PLN) membuat klaim seluruh sistem kelistrikan di Aceh telah pulih sejak Kamis dini hari (02/10). Namun, warga mengaku mengalami kerugian buntut listrik padam selama berhari-hari dan menuntut kompensasi. Seorang warga yang aktif di lembaga antikorupsi menilai pemadaman listrik di hampir seluruh wilayah Aceh sebagai ""terburuk sejak konflik dan tsunami Aceh"" General Manager PLN Unit Induk Distribusi (UID) Aceh, Mundhakir melalui keterang",Negative,Neutral,Negative,Negative,Negative,-1
"Sumber gambar, AFP via Getty Images Dewan Perwakilan Rakyat mengesahkan revisi undang-undang yang menetapkan Kementerian Badan Usaha Milik Negara menjadi badan pengaturan setingkat kementerian. Perubahan aturan soal BUMN merupakan yang kedua dalam tahun ini, setelah Februari lalu. Pengesahan revisi UU BUMN diketok Wakil Ketua DPR, Sufmi Dasco Ahmad, dalam rapat paripurna di gedung parlemen pada Kamis (02/10). Sebelum pengesahan, Ketua Komisi VI DPR, Anggia Ermarini, sempat menyampaikan laporan h",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, BBC News Indonesia/Silvano Hajid Dua malam terkubur dalam tumpukan beton, Alfatih Cakra Buana, santri berusia 14 tahun, merangkak keluar reruntuhan dipandu tim SAR gabungan yang sudah dapat memastikan jalur evakuasi aman untuk anak itu. Terngiang-ngiang suara samar orang-orang dari luar menembus tebalnya reruntuhan, ""Sabar, sabar ya dik,"" kenang Alfatih. Saya balas, ""nggih pak, nggih. Begitu terus, sampai saya pingsan."" Namun, selama dua malam itu, yang Alfatih lihat hanyalah kege",Positive,Negative,Neutral,TIED,Neutral,0
"Sumber gambar, Naturalis Belanda akan mengembalikan 30.000 artefak ke Indonesia. Sebanyak 28.000 di antaranya merupakan bagian dari Pithecanthropus Erectus atau 'Manusia Jawa' yang kemudian disebut sebagai 'Koleksi Dubois'. Temuan penting di dunia paleontologi ini menyimpan sisi kelam eksploitasi kolonial. Pengembalian fosil-fosil yang ditemukan pada akhir abad ke-19 oleh EugÃ¨ne Dubois ini direkomendasikan Komite Koleksi Kolonial di Belanda yang menyimpulkan bahwa pemerintah Belanda tidak pernah",Positive,Positive,Neutral,Positive,Positive,1
"Sumber gambar, ANTARA FOTO/Aprillio Akbar/YU Tiga terdakwa kasus pengancaman dan pemerasan di lingkungan Program Pendidikan Dokter Spesialis (PPDS) Anestesi Universitas Diponegoro, Semarang, divonis lebih rendah dari tuntutan jaksa. Ini merupakan putusan pertama kasus pemerasan di dunia pendidikan kedokteran spesialis di Indonesia. Terdakwa pertama atas nama Zara Yupita Azra, mahasiswa senior PPDS Anestesi Undip dijatuhi hukuman sembilan bulan penjara. Dalam putusannya, Hakim Ketua Djohan, menga",Negative,Negative,Neutral,Negative,Negative,-1
"Sumber gambar, Elgo Kematian Erenius Yirani Bawa Taipot yang diduga ditembak anggota Satgas Yonif 123/Rajawali menyulut amarah massa di Agats, Kabupaten Asmat, Papua Selatan. Tangis keluarga korban seketika pecah begitu melihat tubuh pemuda 21 tahun itu terkapar di pinggir jalan. Tak beberapa lama, massa berdatangan dan memicu aksi pembakaran pos satgas, hingga penjarahan sejumlah toko. Pihak keluarga Erenius pun menuntut sejumlah hal, satu di antaranya ""memulangkan"" pasukan tentara non-organik",Negative,Negative,Neutral,Negative,Negative,-1
"""Bagaimana keadaan keponakan saya? Apa bisa diselamatkan atau tidak?"" kata Holy Abdullah Arief, paman korban. Rozi, keponakan Holy, termasuk salah satu korban yang diduga masih terjebak di reruntuhan Ponpes Al Khoziny di Sidoarjo. Data BNPB pada Selasa (30/09) malam menyebut, puluhan santri diduga masih tertimbun reruntuhan. Â© 2025 BBC. BBC tidak bertanggung jawab atas konten dari situs eksternal. Baca tentang peraturan baru terkait link eksternal.",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, DimaBerkut/Getty Images Di balik julukan ""destinasi wisata unggulan"", Bali menyimpan sisi kelam. Orang-orang Bali disebut ""tertawan"" pariwisata karena tidak ada sektor lain yang dinilai lebih menguntungkan. Kebanyakan warga Bali disebut takut bersuara karena sudah 'dikondisikan' untuk tidak memprotes perkembangan pariwisata. Mengapa dan sejak kapan ini bermula? Gelombang demonstrasi yang memprotes kinerja anggota dewan dan tindakan represif polisi pada akhir Agustus lalu terjadi d",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, Getty Images Presiden AS Donald Trump dan Perdana Menteri Israel Benjamin Netanyahu telah menyepakati rencana perdamaian baru untuk Gaza. Pemerintah Indonesia menyambut baik kesepakatan tersebut. Namun, seorang pengamat menilai pemerintah Indonesia sepatutnya mengkaji dulu butir-butir kesepakatan dan ""tidak menyerahkan cek kosong"" begitu saja pada Trump. Rencana perdamaian yang digulirkan Trump itu mengusulkan agar operasi militer Israel di Gaza harus dihentikan segera.  Di sisi l",Neutral,Neutral,Negative,Neutral,Neutral,0
"Sumber gambar, ANTARA FOTO Kasus keracunan yang menimpa lebih dari 7.000 anak akibat program Makan Bergizi Gratis (MBG) menimbulkan sorotan pada peran pelaksana di lapangan, Satuan Pemenuhan Pelayanan Gizi (SPPG).  Kontribusi SPPG dalam MBG berkaitan erat dengan penyediaan serta distribusi menu makanan kepada para siswa. BGN memasang target terciptanya 31.000 SPPG di seluruh Indonesia sampai akhir 2025 untuk mencapai 82 juta orang penerima manfaat MBG. Namun, pembentukan SPPG tidak luput dari pe",Negative,Negative,Neutral,Negative,Negative,-1
"Pesantren Al-Khoziny di Sidoarjo, Jawa Timur roboh saat ratusan santri berkumpul untuk salat Ashar pada Senin (29/09). Tiga korban meninggal dunia hingga Selasa siang.  Sebanyak 102 orang telah dievakuasi dan 38 orang diduga masih terjebak di reruntuhan. Â© 2025 BBC. BBC tidak bertanggung jawab atas konten dari situs eksternal. Baca tentang peraturan baru terkait link eksternal.",Negative,Negative,Neutral,Negative,Negative,-1
"Tragedi 1965 di Padang Halaban, Sumatra Utara, menjadi bukti bagaimana negara melalui militer menggunakan propaganda ""kejahatan komunis"" untuk menangkap dan membunuh warga yang dicurigai sebagai ""orang-orang Kiri"" tanpa proses hukum, serta merampas lahan pertanian yang sebelumnya digarap oleh masyarakat. Poniyem tidak sabar menanti kelahiran anak ketiganya yang, menurut perhitungan, jatuh pada Oktober 1965. Dia bersama suami, Sabarudin, sangat antusias sebab ini kali pertama mereka akan punya an",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO Mahkamah Konstitusi mengabulkan seluruh permohonan pengujian UU Nomor 4 Tahun 2016 tentang Tabungan Perumahan Rakyat (Tapera) yang diajukan oleh Konferedasi Serikat Buruh Seluruh Indonesia (KSBSI). Dalam amar putusannya, Mahkamah menyatakan UU Tapera inkonstitusional lantaran Pasal 7 ayat 1 yang disebut sebagai ""pasal jantung"" dalam beleid itu telah bertentangan dengan UUD 1945. Pasal 7 ayat 1 berbunyi: ""Setiap pekerja dan pekerja mandiri yang berpenghasilan paling sed",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, BBC/Getty Images Peristiwa kekerasan 1965 yang menargetkan kelompok komunis dan yang terafiliasi dengannya kini genap 60 tahun. Tragedi yang merenggut banyak hal, termasuk kepemilikan tanah, masih meninggalkan trauma mendalam bagi para penyintas. Wahid baru berusia tujuh tahun ketika Peristiwa 1965 meletus. Kala itu, dia dan keluarganya menempati satu rumah petak di kawasan Perkebunan Panigoran, Sumatra Utara. Dia mengingat masa kecilnya dengan begitu hangat. Meski pendapatan oran",Negative,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, ANTARA FOTO/Novrian Arbi Ribuan kasus keracunan akibat MBG ditemukan di sejumlah daerah di Indonesia. Merespons kasus keracunan MBG, pemerintah bilang evaluasi Satuan Pelayanan Pemenuhan Gizi (SPPG) dan standar higienis jadi prioritas. Menteri Koordinator bidang Pangan, Zulkifli Hasan, bilang SPPG bermasalah ditutup sementara untuk dilakukan evaluasi dan investigasi.  Salah satu evaluasi yang utama adalah soal kedisiplinan dan kualitas makanan di seluruh SPPG, serta sterilisasi se",Negative,Negative,Neutral,Negative,Negative,-1
"Sumber gambar, Getty Images Bali, surga tropis Indonesia yang tersohor, telah memikat banyak wisatawan selama bertahun-tahun.  Namun, pulau ini juga meninggalkan semakin banyak pengunjung dengan perasaan kecewaâ€”salah satunya adalah Zoe Rae baru-baru ini. ""Sejak mendarat di Bali, ada sesuatu yang terasa tidak beres bagi kami,"" ujarnya dalam video YouTube pada Juli silam, yang direkam di kamar hotelnya. ""Kami datang ke Bali dengan ekspektasi tinggi karena kami melihat di media sosial semua orang b",Negative,Positive,Neutral,TIED,Neutral,0
"Sumber gambar, ANTARA FOTO/Ardiansyah Rancangan Undang-Undang (RUU) Perampasan Aset resmi masuk dalam program legislasi nasional (prolegnas) prioritas 2025-2026 setelah disahkan DPR melalui Rapat Paripurna. Artinya, ada upaya mengubah RUU menjadi UU. Namun, meski semangat aturan ini adalah untuk pemberantasan korupsi serta pengembalian aset ke negara, terdapat kekhawatiran pada pelaksanaannya. Kecemasan mengenai RUU Perampasan Aset ialah peluang beleid ini dipakai sebagai alat gebuk politik kepa",Negative,Positive,Negative,Negative,Negative,-1
"Pemerintah sudah menyalurkan dana Rp200 triliun ke bank-bank negara untuk menggerakkan ekonomi dan menciptakan lapangan kerja. Menteri Keuangan Purbaya Yudhi Sadewa bilang, dana itu bisa disalurkan dalam bentuk kredit kepada masyarakat.  Masalahnya, bank-bank tengah kesulitan mencari pihak yang ingin mengajukan kredit karena daya beli masyarakat sedang lesu. Lalu, bagaimana cara agar guyuran uang itu bisa benar-benar berdampak ke ekonomi masyarakat sampai ke level bawah? Simak penjelasannya. Vid",Positive,Positive,Neutral,Positive,Positive,1
"Sumber gambar, ANTARA FOTO DPR RI resmi mengesahkan Rancangan Undang-Undang (RUU) Anggaran Pendapatan dan Belanja Negara (APBN) 2026 menjadi undang-undang, pada Selasa (23/09). Pengamat mengingatkan agar rem penggunaan anggaran tetap harus dijaga dan tidak melupakan pentingnya peningkatan penerimaan negara. Ada sejumlah perubahan pada beberapa pos anggaran yang berdampak kenaikan nominal APBN 2026 daripada nota keuangan RAPBN pada Agustus lalu.  Semula, belanja negara mengacu pada RAPBN 2026 seb",Neutral,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, KOMPAS.com/BAGUS PUJI PANUNTUN Program Makan Bergizi Gratis (MBG) andalan pemerintahan Prabowo Subianto-Gibran Rakabuming dikritik keras lantaran menimbulkan lebih dari 5.000 kasus keracunan di puluhan kota dan kabupaten di 16 provinsi. Kerugian dari peristiwa ini terlihat jelas. Apakah korban keracunan dapat menggugat pemerintah secara hukum? Beberapa murid SMA yang BBC News Indonesia temui merasakan pusing, mual, dan sakit perut selepas mengonsumsi menu MBG. Mereka meminta pengu",Negative,Negative,Negative,Negative,Negative,-1
"Sumber gambar, Getty Images/Irfan Setiawan Presiden Prabowo Subianto akhirnya mengeluarkan keputusan terkait kelanjutan proyek Ibu Kota Nusantara (IKN) di Penajam Paser Utara, Kalimantan Timur, yang digagas pendahulunya, Joko Widodo. Melalui Peraturan Presiden (Perpres) Nomor 79 Tahun 2025 tentang Pemutakhiran Rencana Kerja Pemerintah Tahun 2025 disebutkan bahwa ""perencanaan dan pembangunan kawasan, serta pemindahan ke Ibu Kota Nusantara dilaksanakan sebagai upaya mendukung terwujudnya Ibu Kota",Positive,Neutral,Neutral,Neutral,Neutral,0
"Sumber gambar, Detik.com/Dokumen Freeport Dua karyawan PT Freeport Indonesia yang terjebak sejak Senin (08/09) lalu di area tambang bawah tanah di Tembagapura, Mimika, Papua Tengah, ditemukan meninggal dunia. Kepolisian dilaporkan sudah mengidentifikasi dua korban tersebut. Sementara, lima orang karyawan lainnyaâ€”yang belum ditemukanâ€”masih terus dicari, kata Freeport. Dalam keterangan tertulis PT Freeport Indonesia yang diterima BBC News Indonesia, Sabtu (20/09), dua jenazah ditemukan sekitar puk",Negative,Negative,Neutral,Negative,Negative,-1
"Sumber gambar, ANTARA FOTO/Fauzan Warga Kabupaten Pati, Jawa Tengah, kembali melakukan aksi unjuk rasa menuntut Bupati Pati, Sudewo, mengundurkan diri karena dianggap ""arogan"" dan diduga melakukan korupsi.  Ratusan warga yang tergabung dalam Aliansi Masyarakat Pati Bersatu berunjuk rasa di depan Gedung DPRD Pati, Jumat (19/09) siang.  Selain menuntut pengunduran diri Bupati Pati, Sudewo, massa juga meminta partai politik mengawal tuntas proses Panitia Khusus (Pansus) Hak Angket Pemakzulan Bupati",Neutral,Negative,Neutral,Neutral,Neutral,0
"Sumber gambar, Arie Firdaus Pemerintah DKI Jakarta berencana melarang penggunaan ondel-ondel untuk mengamen di jalanan. Pelarangan dimaksudkan Gubernur Pramono Anung demi menjaga muruah salah satu kesenian Betawi tersebut. Namun, rencana ini menyelipkan masalah lain: menambah potensi pengangguran di Jakarta. Pengamen ondel-ondel mengaku tak memiliki pekerjaan lain dan khawatir bakal kehilangan pendapatan jika pemerintah daerah betul-betul merealisasikan pelarangan itu. ""Kalau ondel-ondel dilaran",Neutral,Negative,Negative,Negative,Negative,-1
"Upaya masyarakat sipil menolak UU TNI di pengadilan belum membuahkan hasil. Mahkamah Konstitusi menolak permohonan uji formil terkait Undang-undang Nomor 3 Tahun 2025 tentang TNI, Rabu (17/09). Selain persoalan kedudukan hukum, MK menyatakan pembahasan perubahan UU TNI sudah sesuai dengan aturan dan tidak melanggar hak konstitusional. Putusan kali ini dikhawatirkan berdampak pada demokrasi ke depan, kata ahli hukum. Video produksi: Tri Wahyuni dan Andra Anhar Â© 2025 BBC. BBC tidak bertanggung ja",Positive,Neutral,Negative,TIED,Neutral,0
